ReviewID,DestinationID_x,UserID,Rating,Name_x,State,Type,Popularity,BestTimeToVisit,DestinationID_y,ExperienceRating,Preferences,NumberOfAdults,NumberOfChildren,EstimatedBudget,No_of_Days,Age_Range,Health_Issue,Purpose,Interest,Seasonality,Difficulties,Cuisine_Type,Distance_km,Image_URL,TotalTravelers,BudgetPerDay,BudgetPerPerson,BudgetPerPersonDay,HasKids,Solo,Couple,Family,Group,LargeFamily,AvgRating,RatingGap,HighRating,VeryHighRating,PopRating,PopExpRating,QualityScore,ValuePerRupee,PopPerRupee,RatingPerDay,PopPerDay,DistPerDay,DistPerPerson,NearDest,FarDest,DestRatingMean,DestRatingStd,DestRatingMin,DestRatingMax,DestReviewCount,DestExpMean,DestExpStd,DestPopMean,DestPopStd,DestBudgetMean,DestBudgetStd,DestDaysMean,DestDaysStd,DestDistMean,DestAdultsMean,DestChildrenMean,DestReliability,DestConsistency,DestPopular,DestPremium,DestFamilyFriendly,UserRatingMean,UserRatingStd,UserRatingMin,UserRatingMax,UserReviewCount,UserExpMean,UserExpStd,UserBudgetMean,UserBudgetStd,UserDaysMean,UserDaysStd,UserDistMean,UserPopMean,UserExperience,UserGenerous,UserCritical,UserBigSpender,UserLongTrips,BudgetDiff,BudgetMatch,WithinBudget,DaysDiff,DaysMatch,AboveUserAvg,BelowUserAvg,RatingVsUser,PopVsUserPref,DistVsUserPref,UserTypeRating,UserTypeCount,TypeFamiliar,TypeExpert,TypeNovice,DistCat,BudgetCat,DurationCat,PopCat,RatingCat,Type_Enc,BestTimeToVisit_Enc,Preferences_Enc,Age_Range_Enc,Health_Issue_Enc,Purpose_Enc,Interest_Enc,Seasonality_Enc,Difficulties_Enc,Cuisine_Type_Enc,State_Enc,Name_x_Enc,DistCat_Enc,BudgetCat_Enc,DurationCat_Enc,PopCat_Enc,RatingCat_Enc,Target,RatingScore
53,956,875,4,Khajuraho Temples,Madhya Pradesh,Historical,9.240773308,Nov-Feb,330,2,"Nature, Adventure",2,0,49000,4,18-25,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",North Indian Cuisine,1100,https://st2.depositphotos.com/1000434/7761/i/450/depositphotos_77615282-stock-photo-lakshmana-temple-in-khajuraho-madhya.jpg,2,12250.0,24500.0,6125.0,0,0,1,0,0,0,3.0,2,1,0,36.963093232,18.481546616,0.73926186464,0.22641509433962265,0.6974168534339622,0.75,2.310193327,275.0,550.0,0,0,4.0,0.0,4,4,1,2.0,0.0,9.240773308,0.0,49000.0,0.0,4.0,0.0,1100.0,2.0,0.0,2.772588722239781,10.0,0,0,0,4.0,0.0,4,4,1,2.0,0.0,49000.0,0.0,4.0,0.0,1100.0,9.240773308,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,4.0,1,0,0,0,Medium,Economy,Week,VeryHigh,Good,3,1,2,0,2,4,0,3,3,10,9,17,1,1,0,1,2,0,3.0
57,33,554,2,Bangalore,Karnataka,City,7.684440449,Oct-Mar,529,4,"Nature, Adventure",1,2,46000,1,46-60,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Multi Cuisine,980,https://media.istockphoto.com/id/1382384282/photo/bangalore-or-bengaluru.jpg,3,46000.0,15333.333333333334,15333.333333333334,1,0,0,1,0,0,3.0,2,0,0,15.368880898,30.737761796,0.61475523592,0.06382978723404255,0.16349873295744682,3.0,7.684440449,980.0,326.6666666666667,0,0,2.0,0.0,2,2,1,4.0,0.0,7.684440449,0.0,46000.0,0.0,1.0,0.0,980.0,1.0,2.0,1.3862943611198906,10.0,0,0,1,3.75,1.2583057392117916,2,5,4,4.25,0.4999999999999999,64000.0,15577.76192739723,2.75,1.5,1347.5,8.53397289675,1.6094379124341003,1,0,1,0,18000.0,0.7187543944625865,1,1.75,0.5333333333333333,0,1,-1.75,-0.8495324477500006,-367.5,3.0,2,1,0,0,Medium,Economy,Weekend,High,Poor,2,3,2,3,1,1,3,0,4,8,6,4,1,1,1,0,3,0,3.0
64,931,668,1,Fatehpur Sikri,Uttar Pradesh,Historical,9.309322897,Nov-Feb,322,4,"Nature, Adventure",2,0,40500,2,46-60,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1450,https://images.unsplash.com/photo-1717761558642-32cbeccbee7e,2,20250.0,20250.0,10125.0,0,0,1,0,0,0,2.5,3,0,0,9.309322897,37.237291588,0.37237291588,0.11764705882352941,0.4380857833882353,1.25,4.6546614485,725.0,725.0,0,0,1.0,0.0,1,1,1,4.0,0.0,9.309322897,0.0,40500.0,0.0,2.0,0.0,1450.0,2.0,0.0,0.6931471805599453,10.0,0,0,0,2.0,1.7320508075688772,1,4,3,3.6666666666666665,0.5773502691896257,50000.0,13937.359864766355,5.0,2.6457513110645907,1443.3333333333333,8.911391720666666,1.3862943611198906,0,1,0,1,9500.0,0.8100037999240015,1,3.0,0.5,0,1,-1.0,0.3979311763333335,6.6666666666667425,1.0,1,0,0,0,Medium,Economy,Weekend,VeryHigh,Poor,3,1,2,3,2,4,0,3,3,7,16,11,1,1,1,1,3,0,2.5
65,351,569,1,Taj Mahal,Uttar Pradesh,Historical,8.488999182,Nov-Feb,451,2,"Nature, Adventure",2,2,87000,3,46-60,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1470,https://upload.wikimedia.org/wikipedia/commons/1/1d/Taj_Mahal_%28Edited%29.jpeg,4,29000.0,21750.0,7250.0,1,0,0,1,1,0,1.5,1,0,0,8.488999182,16.977998364,0.16977998364000002,0.05,0.2829666394,0.5,2.829666394,490.0,367.5,0,0,2.0,1.0,1,3,3,3.3333333333333335,1.5275252316519465,8.488999182,0.0,69833.33333333333,17002.450803732187,4.666666666666667,1.5275252316519465,1526.6666666666667,1.6666666666666667,1.6666666666666667,2.772588722239781,0.9090909090909091,1,1,1,1.5,0.7071067811865476,1,2,2,1.5,0.7071067811865476,95500.0,12020.815280171308,3.0,0.0,950.0,8.4370531435,1.0986122886681096,0,1,1,0,8500.0,0.9109956963801427,1,0.0,1.0,0,1,-0.5,0.05194603850000057,520.0,1.5,2,1,0,0,Medium,Premium,Weekend,High,Poor,3,1,2,3,2,4,0,3,3,7,16,34,1,4,1,0,3,0,1.5
69,181,740,1,Hampi Ruins,Karnataka,Historical,9.236840653,Nov-Feb,692,3,"Nature, Adventure",1,1,44500,3,36-45,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",South Indian Cuisine,740,https://wegobond.com/wp-content/uploads/2018/01/hampi-banner.jpg,2,14833.333333333334,22250.0,7416.666666666667,1,0,0,1,0,0,2.0,2,0,0,9.236840653,27.710521958999998,0.27710521958999995,0.12631578947368421,0.5833794096631578,0.6666666666666666,3.0789468843333334,246.66666666666666,370.0,0,0,1.0,0.0,1,1,1,3.0,0.0,9.236840653,0.0,44500.0,0.0,3.0,0.0,740.0,1.0,1.0,0.6931471805599453,10.0,0,0,1,2.5,2.1213203435596424,1,4,2,2.5,0.7071067811865476,51250.0,9545.941546018392,4.0,1.4142135623730951,1320.0,8.387175632,1.0986122886681096,0,1,0,0,6750.0,0.8682952527755556,1,1.0,0.8,0,1,-1.5,0.8496650209999999,-580.0,1.0,1,0,0,0,Near,Economy,Weekend,VeryHigh,Poor,3,1,2,2,2,4,0,3,3,15,6,13,2,1,1,1,3,0,2.0
72,373,112,4,Jaipur,Rajasthan,City,9.276956976,Oct-Mar,691,5,"Beaches, Historical",1,2,52000,2,36-45,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Rajasthani Cuisine,1140,https://t4.ftcdn.net/jpg/05/84/76/73/360_F_584767353_EXYOkE8NcX37UwV4WfBw7AjBaEtU6mMy.jpg,3,26000.0,17333.333333333332,8666.666666666666,1,0,0,1,0,0,4.5,1,1,0,37.107827904,46.38478488,1.8553913951999998,0.16666666666666666,0.3435909991111111,2.25,4.638478488,570.0,380.0,0,0,4.5,0.7071067811865476,4,5,2,4.0,1.4142135623730951,9.276956976,0.0,51750.0,353.5533905932738,2.5,0.7071067811865476,1275.0,1.0,1.5,4.943755299006493,1.238993430992954,1,0,1,4.0,0.0,4,4,1,5.0,0.0,52000.0,0.0,2.0,0.0,1140.0,9.276956976,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,4.0,1,0,0,0,Medium,Moderate,Weekend,VeryHigh,Good,2,3,0,2,1,1,3,0,4,13,13,15,1,3,1,1,2,1,4.5
79,146,575,5,Ellora Caves,Maharashtra,Historical,8.37384412,Nov-Feb,957,5,"Nature, Adventure",1,2,65500,3,46-60,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Maharashtrian Cuisine,340,https://indiaholidaymall.com/images/blog/Ellora-Caves-Unesco-World-Heritage-Site.jpg,3,21833.333333333332,21833.333333333332,7277.777777777777,1,0,0,1,0,0,5.0,0,1,1,41.8692206,41.8692206,2.09346103,0.21897810218978103,0.3667376986861314,1.6666666666666667,2.7912813733333333,113.33333333333333,113.33333333333333,1,0,4.0,1.4142135623730951,3,5,2,3.0,2.8284271247461903,8.37384412,0.0,78250.0,18031.22292025696,5.0,2.8284271247461903,540.0,1.0,2.0,4.394449154672438,0.660408825313113,1,1,1,5.0,0.0,5,5,1,5.0,0.0,65500.0,0.0,3.0,0.0,340.0,8.37384412,0.6931471805599453,1,0,1,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,Near,Moderate,Weekend,High,Excellent,3,1,2,3,2,4,0,3,3,6,10,10,2,3,1,0,0,1,5.0
80,939,182,3,Kerala Backwaters,Kerala,Nature,8.408724187,Sep-Mar,7,5,"Nature, Adventure",1,1,52000,4,46-60,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",Kerala Cuisine,1400,https://www.backpackadventures.org/wp-content/uploads/2020/08/india0898.jpg,2,13000.0,26000.0,6500.0,1,0,0,1,0,0,4.0,2,0,0,25.226172561000002,42.04362093500001,1.26130862805,0.2857142857142857,0.6006231562142857,1.0,2.10218104675,350.0,700.0,0,0,3.0,0.0,3,3,1,5.0,0.0,8.408724187,0.0,52000.0,0.0,4.0,0.0,1400.0,1.0,1.0,2.0794415416798357,10.0,0,0,1,4.0,1.4142135623730951,3,5,2,4.5,0.7071067811865476,52500.0,707.1067811865476,4.5,0.7071067811865476,1650.0,8.647352124000001,1.0986122886681096,1,0,0,1,500.0,0.9904763718786309,1,0.5,0.9090909090909091,0,1,-1.0,-0.2386279370000004,-250.0,4.0,2,1,0,0,Medium,Moderate,Week,High,Fair,4,4,2,3,0,2,1,1,1,5,7,16,1,3,0,0,1,0,4.0
83,743,862,4,Mumbai,Maharashtra,City,7.727596682,Oct-Mar,103,2,"Beaches, Historical",1,1,47500,5,18-25,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Street Food,35,https://t4.ftcdn.net/jpg/01/46/43/87/360_F_146438747_3XYwVkfnYZuukBZYmDM8xeoqENzyhAqa.jpg,2,9500.0,23750.0,4750.0,1,0,0,1,0,0,3.0,2,1,0,30.910386728,15.455193364,0.61820773456,0.2857142857142857,0.7359615887619048,0.6,1.5455193364,7.0,17.5,1,0,4.0,0.0,4,4,1,2.0,0.0,7.727596682,0.0,47500.0,0.0,5.0,0.0,35.0,1.0,1.0,2.772588722239781,10.0,0,0,1,3.5,1.2909944487358056,2,5,4,2.5,1.0,41875.0,10061.270628835438,4.25,1.5,766.25,8.191379936,1.6094379124341003,1,0,0,1,5625.0,0.8656748495558315,1,0.75,0.8571428571428572,1,0,0.5,-0.46378325400000087,-731.25,3.0,2,1,0,0,VeryNear,Economy,Week,High,Good,2,3,0,0,1,1,3,0,4,16,10,25,3,1,0,0,2,0,3.0
95,14,590,3,Tawang,Arunachal Pradesh,Nature,8.551426231,Sep-Mar,171,4,"Nature, Adventure",1,2,76500,4,26-35,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",North East Cuisine,3000,https://s7ap1.scene7.com/is/image/incredibleindia/sela-pass-tawang-arunachal-pradesh-blog-ntr-hero,3,19125.0,25500.0,6375.0,1,0,0,1,0,0,3.5,1,0,0,25.654278693000002,34.205704924,1.0261711477200002,0.17391304347826086,0.42491558911801247,0.875,2.13785655775,750.0,1000.0,0,1,3.0,1.0,2,4,3,3.0,1.7320508075688772,8.551426231,0.0,53333.333333333336,24901.472513354172,4.333333333333333,1.5275252316519465,2160.0,1.0,1.0,4.1588830833596715,0.9090909090909091,1,1,1,2.5,0.7071067811865476,2,3,2,4.0,0.0,67750.0,12374.368670764581,3.0,1.4142135623730951,2350.0,8.950469915500001,1.0986122886681096,0,1,1,0,8750.0,0.8708506147510737,1,1.0,0.75,1,0,0.5,-0.3990436845000005,650.0,3.0,1,0,0,0,Far,Moderate,Week,VeryHigh,Fair,4,4,2,1,0,2,1,1,1,9,1,36,0,3,0,1,1,0,3.5
97,961,563,3,Fatehpur Sikri,Uttar Pradesh,Historical,8.385107105,Nov-Feb,403,3,"Nature, Adventure",2,2,104000,5,18-25,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1450,https://images.unsplash.com/photo-1717761558642-32cbeccbee7e,4,20800.0,26000.0,5200.0,1,0,0,1,1,0,3.0,0,0,0,25.155321315,25.155321315,0.75465963945,0.13761467889908258,0.3846379405963302,0.6,1.6770214209999998,290.0,362.5,0,0,3.3333333333333335,1.5275252316519468,2,5,3,3.0,2.0,8.385107105,0.0,81500.0,38971.143170299736,3.0,2.0,1193.3333333333333,2.0,1.3333333333333333,4.620981203732969,0.614429798415472,1,1,1,2.5,0.7071067811865476,2,3,2,3.0,0.0,74500.0,41719.300090006305,4.5,0.7071067811865476,1500.0,8.637047361,1.0986122886681096,0,1,1,1,29500.0,0.604032160642139,0,0.5,0.9090909090909091,1,0,0.5,-0.25194025600000103,-50.0,3.0,1,0,0,0,Medium,Premium,Week,High,Fair,3,1,2,0,2,4,0,3,3,7,16,11,1,4,0,0,1,0,3.0
